severe,hour,is_night,rural,day_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,road_type,urban_or_rural_area,police_force,longitude,latitude,first_road_class,hour_factor,speed_limit_factor,rural_factor
0,17,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.44789,55.00859,B,17,20,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.43509,54.97695,Unclassified,15,20,Urban
0,9,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.52145,54.90298,Unclassified,9,30,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Roundabout,Urban,West Midlands,-2.11458,52.47402,A,11,30,Urban
0,19,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.13033,52.51754,B,19,30,Urban
0,17,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Wet or damp,Dual carriageway,Urban,West Midlands,-2.09405,52.54737,A,17,40,Urban
0,23,0,0,Weekday,30,Darkness - lights lit,Snowing no high winds,Frost or ice,Single carriageway,Urban,West Midlands,-1.78466,52.44433,Unclassified,23,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,West Midlands,-1.98816,52.59931,B,17,30,Urban
0,21,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.02712,52.59446,Unclassified,21,30,Urban
0,18,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Roundabout,Urban,West Midlands,-1.88004,52.56876,A,18,40,Urban
0,8,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,West Midlands,-1.99023,52.6023,B,8,20,Urban
0,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.09281,52.54928,Unclassified,16,30,Urban
0,10,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Roundabout,Urban,Northumbria,-1.60499,54.95997,A,10,30,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Northumbria,-1.59866,54.95741,B,11,30,Urban
0,14,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Northumbria,-1.62273,54.93842,C,14,30,Urban
0,13,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,City of London,-0.09304,51.51116,Unclassified,13,20,Urban
0,13,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.1603,51.55186,A,13,30,Urban
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.13986,51.55134,C,19,30,Urban
0,15,0,0,Weekday,30,Daylight,Other,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.15189,51.55012,Unclassified,15,30,Urban
0,14,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.16858,51.45244,A,14,30,Urban
0,16,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.10193,51.43075,A,16,30,Urban
0,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.11736,51.44134,A,14,30,Urban
0,17,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.37968,51.57168,Unclassified,17,30,Urban
1,23,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.35777,51.56144,A,23,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,-0.28008,51.38262,A,9,30,Urban
0,7,0,0,Weekday,30,Daylight,Other,Dry,Single carriageway,Urban,Metropolitan Police,-0.30145,51.36872,Unclassified,7,30,Urban
1,8,0,0,Weekday,20,Daylight,Other,Frost or ice,Single carriageway,Urban,Metropolitan Police,-0.14143,51.40996,B,8,20,Urban
0,14,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.20149,51.41467,A,14,20,Urban
0,12,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.15583,51.40862,C,12,20,Urban
0,18,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.19879,51.43477,Unclassified,18,20,Urban
1,16,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,-0.33689,51.4452,A,16,20,Urban
1,15,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Roundabout,Urban,Metropolitan Police,-0.33692,51.45385,A,15,40,Urban
1,18,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.19331,51.35803,Unclassified,18,20,Urban
1,16,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.21168,51.3857,B,16,30,Urban
1,14,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.02104,51.57336,Unclassified,14,20,Urban
0,17,0,0,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Metropolitan Police,-0.0061,51.55691,A,17,50,Urban
0,8,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.0037200000000000002,51.56659,A,8,20,Urban
1,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.61697,55.06111,A,18,30,Urban
1,4,1,1,Weekday,70,Darkness - no lighting,Raining no high winds,Wet or damp,Dual carriageway,Rural,Police Scotland,-3.4821,55.33685,A(M),4,70,Rural
1,18,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.61814,55.06876,A,18,20,Urban
0,23,0,1,Weekday,60,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Rural,Police Scotland,-3.65285,56.00479,A,23,60,Rural
1,9,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-2.99381,57.65292,A,9,60,Rural
1,13,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Police Scotland,-3.77767,55.67229,A,13,30,Urban
1,10,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-4.21608,56.24408,A,10,20,Urban
0,17,0,0,Weekday,20,Daylight,Other,Dry,Single carriageway,Urban,Police Scotland,-3.19321,55.97795,Unclassified,17,20,Urban
0,17,0,0,Weekday,30,Darkness - lighting unknown,Fine no high winds,Dry,Dual carriageway,Urban,Police Scotland,-3.16685,55.92527,A,17,30,Urban
0,6,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Roundabout,Urban,Police Scotland,-4.41149,55.84322,Unclassified,6,30,Urban
1,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.52099,55.89659,Unclassified,21,30,Urban
0,11,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-2.81794,56.50955,B,11,60,Rural
1,10,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-2.79523,56.6837,B,10,60,Rural
0,16,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-2.66382,56.61737,A,16,60,Rural
1,14,0,0,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.18408,56.20222,A,14,40,Urban
0,13,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Police Scotland,-3.15743,56.11813,B,13,30,Urban
0,0,1,1,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Rural,Police Scotland,-3.43103,56.21863,Unclassified,0,30,Rural
0,17,0,1,Weekday,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Rural,North Wales,-4.27383,53.14042,B,17,20,Rural
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Roundabout,Urban,North Wales,-3.81854,53.31711,A,11,20,Urban
1,13,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,North Wales,-3.09153,53.18573,A,13,60,Rural
1,11,0,1,Weekend,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,North Wales,-3.18627,53.23948,A,11,70,Rural
1,17,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.41628,52.14132,A,17,60,Rural
1,17,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.19904,52.21061,A,17,40,Rural
1,12,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Dyfed-Powys,-5.04352,51.72368,Unclassified,12,60,Rural
1,10,0,1,Weekend,40,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.91802,51.67506,A,10,40,Rural
0,8,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.23235,51.6885,A,8,30,Rural
1,16,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Dyfed-Powys,-4.07277,51.85918,B,16,60,Rural
1,13,0,1,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-4.16849,51.77839,B,13,20,Rural
0,12,0,1,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Rural,South Wales,-3.69511,51.48567,Unclassified,12,20,Rural
0,13,0,0,Weekday,20,Daylight,Other,Dry,Single carriageway,Urban,South Wales,-3.17037,51.46447,Unclassified,13,20,Urban
0,8,0,0,Weekday,20,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,South Wales,-3.2072,51.50941,Unclassified,8,20,Urban
0,17,0,0,Weekday,50,Darkness - no lighting,Raining no high winds,Wet or damp,Dual carriageway,Urban,South Wales,-3.11692,51.53075,A,17,50,Urban
0,10,0,0,Weekday,20,Daylight,Fine no high winds,Dry,One way street,Urban,South Wales,-3.4626,51.62499,Unclassified,10,20,Urban
0,11,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Gwent,-3.2178,51.57577,B,11,20,Urban
0,18,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Gwent,-3.22233,51.74236,A,18,60,Rural
0,17,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Gwent,-3.00381,51.55438,Unclassified,17,60,Rural
0,12,0,0,Weekday,50,Daylight,Raining no high winds,Wet or damp,Roundabout,Urban,Gwent,-2.95437,51.57572,A,12,50,Urban
0,17,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Dyfed-Powys,-3.32672,52.53257,Unclassified,17,60,Rural
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Cleveland,-1.16823,54.52854,C,10,30,Urban
0,20,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Cleveland,-1.17501,54.58028,C,20,30,Urban
0,19,0,0,Weekday,20,Daylight,Fine no high winds,Dry,One way street,Urban,Cheshire,-2.58663,53.39109,Unclassified,19,20,Urban
0,15,0,0,Weekend,30,Daylight,Other,Dry,Dual carriageway,Urban,Lancashire,-3.00088,53.8028,A,15,30,Urban
0,17,0,0,Weekend,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Lancashire,-3.0374,53.80369,Unclassified,17,30,Urban
1,20,0,1,Weekday,60,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Rural,Humberside,-0.2304,53.61153,B,20,60,Rural
0,19,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,North Yorkshire,-1.09074,53.96533,A,19,30,Urban
1,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Derbyshire,-1.45381,52.88891,Unclassified,7,30,Urban
0,22,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Urban,Leicestershire,-1.15167,52.66688,A,22,30,Urban
0,15,0,1,Weekend,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,West Mercia,-2.73578,51.89352,B,15,60,Rural
1,20,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Mercia,-2.69979,52.05788,Unclassified,20,30,Urban
0,2,1,1,Weekend,50,Darkness - no lighting,Fine no high winds,Dry,Single carriageway,Rural,West Mercia,-2.88249,51.94295,A,2,50,Rural
0,17,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Mercia,-2.51201,52.70986,Unclassified,17,30,Urban
0,20,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Staffordshire,-2.14346,53.04005,A,20,30,Urban
1,19,0,0,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Staffordshire,-2.15632,53.03662,Unclassified,19,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Roundabout,Urban,Avon and Somerset,-2.31006,51.40255,Unclassified,7,30,Urban
0,18,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Avon and Somerset,-2.97394,51.3488,Unclassified,18,30,Urban
1,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Avon and Somerset,-2.98221,51.33583,A,8,30,Urban
0,20,0,1,Weekday,50,Darkness - no lighting,Raining no high winds,Wet or damp,Single carriageway,Rural,Avon and Somerset,-2.40485,51.44969,A,20,50,Rural
0,19,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Devon and Cornwall,-4.11788,50.37856,Unclassified,19,30,Urban
0,10,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Devon and Cornwall,-4.04665,50.38405,Unclassified,10,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Roundabout,Urban,Wiltshire,-1.80879,51.59359,B,18,30,Urban
0,17,0,0,Weekday,40,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Wiltshire,-1.83178,51.58061,B,17,40,Urban
0,5,0,1,Weekend,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Wiltshire,-1.65459,51.51972,Unclassified,5,60,Rural
0,17,0,0,Weekend,40,Daylight,Fine no high winds,Wet or damp,Dual carriageway,Urban,Wiltshire,-1.79408,51.601,A,17,40,Urban
0,22,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Urban,Cambridgeshire,-0.26287,52.59877,A,22,30,Urban
0,8,0,0,Weekend,20,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Bedfordshire,-0.42588,51.88284,Unclassified,8,20,Urban
0,13,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Essex,0.26902,51.516,Motorway,13,70,Rural
0,10,0,1,Weekday,60,Daylight,Raining no high winds,Wet or damp,Single carriageway,Rural,Essex,0.24181,51.50402,B,10,60,Rural
0,17,0,0,Weekday,30,Darkness - lighting unknown,Fine no high winds,Dry,Single carriageway,Urban,Kent,0.54331,51.36953,Unclassified,17,30,Urban
0,11,0,1,Weekend,50,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Thames Valley,-1.03058,51.42332,Unclassified,11,50,Rural
1,7,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.9616,51.44412,A,7,30,Urban
0,3,1,0,Weekend,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.96697,51.45043,A,3,30,Urban
0,14,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Thames Valley,-0.98258,51.45123,A,14,30,Urban
0,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.98233,51.45497,A,21,30,Urban
0,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Thames Valley,-0.64798,51.51296,Unclassified,21,30,Urban
0,21,0,1,Weekday,70,Darkness - lighting unknown,Fine no high winds,Dry,Dual carriageway,Rural,Thames Valley,-0.7594,52.09454,Motorway,21,70,Rural
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Hampshire,-1.3509,50.89914,Unclassified,10,30,Urban
1,9,0,1,Weekday,40,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Hampshire,-1.31222,50.7477,B,9,40,Rural
0,16,0,1,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Rural,Hampshire,-1.28756,50.58166,Unclassified,16,30,Rural
1,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Durham,-1.50681,54.8462,A,7,30,Urban
0,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Mercia,-2.71918,52.73264,Unclassified,21,30,Urban
0,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,West Mercia,-2.765,52.71064,B,21,30,Urban
0,15,0,1,Weekend,60,Daylight,Other,Wet or damp,Dual carriageway,Rural,Bedfordshire,-0.2878,52.20734,A,15,60,Rural
0,7,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Northumbria,-1.63051,55.19647,Unclassified,7,30,Rural
0,18,0,1,Weekend,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Northamptonshire,-0.73619,52.45215,A,18,70,Rural
0,18,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Roundabout,Rural,Northamptonshire,-0.63579,52.29599,A,18,40,Rural
1,16,0,1,Weekday,40,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Northamptonshire,-0.72975,52.42438,A,16,40,Rural
1,20,0,1,Weekday,40,Darkness - lights lit,Fine no high winds,Dry,Slip road,Rural,Northamptonshire,-0.77068,52.41315,A,20,40,Rural
1,20,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Northamptonshire,-0.72624,52.40246,A,20,30,Urban
1,15,0,1,Weekday,60,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Cumbria,-3.36774,54.67763,A,15,60,Rural
0,17,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,Cumbria,-3.54242,54.58881,B,17,30,Rural
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.40627,53.5555,Unclassified,11,30,Urban
0,17,0,0,Weekday,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.11064,53.52389,A,17,30,Urban
0,8,0,1,Weekday,70,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Greater Manchester,-2.36494,53.52791,Motorway,8,70,Rural
0,18,0,0,Weekday,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.13631,53.4038,A,18,30,Urban
0,18,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.08312,53.45437,A,18,30,Urban
0,11,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Greater Manchester,-2.04753,53.48062,A,11,30,Urban
0,7,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Greater Manchester,-2.52575,53.49595,A,7,30,Urban
0,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Merseyside,-2.97956,53.45583,Unclassified,15,30,Urban
0,19,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Wet or damp,Single carriageway,Urban,Merseyside,-2.98593,53.65938,Unclassified,19,20,Urban
0,16,0,1,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Rural,South Yorkshire,-1.40024,53.53337,Unclassified,16,30,Rural
1,7,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,South Yorkshire,-1.41313,53.57339,Unclassified,7,30,Urban
0,3,1,1,Weekend,30,Darkness - lights lit,Fine no high winds,Wet or damp,Roundabout,Rural,South Yorkshire,-1.42825,53.57263,A,3,30,Rural
0,22,0,0,Weekend,30,Darkness - lights lit,Other,Wet or damp,Single carriageway,Urban,South Yorkshire,-1.36162,53.41561,Unclassified,22,30,Urban
0,7,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,South Yorkshire,-1.34738,53.40499,A,7,50,Rural
1,9,0,0,Weekend,40,Daylight,Raining + high winds,Wet or damp,Single carriageway,Urban,South Yorkshire,-1.20696,53.43136,B,9,40,Urban
1,13,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.47668,55.00441,Unclassified,13,30,Urban
0,10,0,0,Weekday,30,Daylight,Fine no high winds,Wet or damp,Single carriageway,Urban,Northumbria,-1.42061,54.97659,C,10,30,Urban
0,14,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Northumbria,-1.43973,54.97146,B,14,30,Urban
1,19,0,1,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Rural,Northumbria,-1.47749,54.88197,A,19,30,Rural
1,8,0,0,Weekend,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.49904,52.41353,Unclassified,8,30,Urban
0,9,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-1.80563,52.43902,Unclassified,9,30,Urban
0,18,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,West Midlands,-2.11309,52.5692,Unclassified,18,30,Urban
0,17,0,0,Weekend,30,Daylight,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.09798,52.54797,A,17,30,Urban
0,20,0,0,Weekend,30,Darkness - lights lit,Raining no high winds,Wet or damp,Single carriageway,Urban,West Midlands,-2.07357,52.55682,B,20,30,Urban
1,12,0,1,Weekday,50,Daylight,Fine no high winds,Dry,Dual carriageway,Rural,Northumbria,-1.77179,54.96601,A,12,50,Rural
1,21,0,0,Weekday,30,Darkness - lights lit,Fine no high winds,Dry,Roundabout,Urban,Northumbria,-1.55525,54.95047,B,21,30,Urban
0,12,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,0.12858,51.54982,A,12,30,Urban
0,22,0,0,Weekend,20,Darkness - lights lit,Fine no high winds,Dry,Dual carriageway,Urban,Metropolitan Police,0.15311,51.56089,A,22,20,Urban
0,8,0,0,Weekday,30,Daylight,Fine + high winds,Wet or damp,Single carriageway,Urban,Metropolitan Police,0.13568,51.47157,C,8,30,Urban
0,8,0,0,Weekday,30,Daylight,Fine no high winds,Dry,One way street,Urban,Metropolitan Police,0.1383,51.44957,C,8,30,Urban
1,15,0,0,Weekday,30,Daylight,Fine no high winds,Dry,Dual carriageway,Urban,Metropolitan Police,0.13343,51.48168,A,15,30,Urban
0,15,0,0,Weekday,20,Daylight,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.33065,51.57796,A,15,20,Urban
0,22,0,0,Weekday,20,Darkness - lights lit,Fine no high winds,Dry,Single carriageway,Urban,Metropolitan Police,-0.2572,51.4047,B,22,20,Urban
